***** N = 1 *****
N       RTT           SRTT          RTT_VAR       RTO           
84      125.000000    141.291783    28.232386     254.221329    
85      125.000000    139.255310    24.738117     238.207780    
86      125.000000    137.473397    21.671937     224.161146    
87      125.000000    135.914222    18.982508     211.844256    
88      125.000000    134.549944    16.624367     201.047414    
89      125.000000    133.356201    14.557326     191.585505    
90      500.000000    179.186676    91.121325     543.671978    
91      125.000000    172.413342    80.194329     493.190659    
92      125.000000    166.486674    70.517416     448.556336    
93      125.000000    161.300840    61.963272     409.153926    
94      125.000000    156.763235    54.413262     374.416284    
95      125.000000    152.792830    47.758154     343.825448    
96      125.000000    149.318727    41.898297     316.911916    
97      125.000000    146.278886    36.743444     293.252664    
98      125.000000    143.619025    32.212340     272.468384    
99      125.000000    141.291647    28.232166     254.220313    
100     125.000000    139.255191    24.737923     238.206881    
101     125.000000    137.473292    21.671765     224.160352    
102     125.000000    135.914131    18.982356     211.843556    
103     125.000000    134.549864    16.624233     201.046798    
104     125.000000    133.356131    14.557208     191.584963    
 ***** !!!TIMEOUT OCCURRED!!! (N = 15) ***** 
105     500.000000    179.186615    91.121252     543.671624    
106     125.000000    172.413288    80.194261     493.190333    
107     125.000000    166.486627    70.517353     448.556037    
108     125.000000    161.300799    61.963214     409.153655    
109     125.000000    156.763199    54.413210     374.416040    
110     125.000000    152.792799    47.758107     343.825229    
111     125.000000    149.318699    41.898255     316.911721    
112     125.000000    146.278862    36.743407     293.252489    
113     125.000000    143.619004    32.212306     272.468229    
114     125.000000    141.291628    28.232137     254.220176    
115     125.000000    139.255175    24.737896     238.206760    
116     125.000000    137.473278    21.671742     224.160245    
117     125.000000    135.914118    18.982336     211.843462    
118     125.000000    134.549854    16.624215     201.046715    
119     125.000000    133.356122    14.557192     191.584890    
***** N = 16 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    179.186607    91.121242     543.671576    
1       125.000000    172.413281    80.194252     493.190288    
2       125.000000    166.486621    70.517344     448.555997    
3       125.000000    161.300793    61.963206     409.153618    
4       125.000000    156.763194    54.413203     374.416007    
5       125.000000    152.792795    47.758101     343.825199    
6       125.000000    149.318695    41.898250     316.911694    
7       125.000000    146.278858    36.743402     293.252466    
8       125.000000    143.619001    32.212302     272.468208    
9       125.000000    141.291626    28.232133     254.220157    
10      125.000000    139.255173    24.737893     238.206744    
11      125.000000    137.473276    21.671739     224.160231    
12      125.000000    135.914117    18.982333     211.843449    
13      125.000000    134.549852    16.624213     201.046703    
14      125.000000    133.356121    14.557190     191.584880    
15      125.000000    132.311605    12.745794     183.294780    
16      500.000000    178.272655    89.991182     538.237381    
17      125.000000    171.613573    79.146779     488.200691    
18      125.000000    165.786876    69.556804     444.014091    
19      125.000000    160.688517    61.089732     405.047445    
20      125.000000    156.227452    53.624162     370.724100    
21      125.000000    152.324021    47.049127     340.520527    
22      125.000000    148.908518    41.263975     313.964416    
23      125.000000    145.919953    36.177969     290.631830    
24      125.000000    143.304959    31.709717     270.143826    
25      125.000000    141.016839    27.786497     252.162829    
26      125.000000    139.014734    24.343557     236.388961    
27      125.000000    137.262893    21.323391     222.556455    
28      125.000000    135.730031    18.675051     210.430234    
29      125.000000    134.388777    16.353482     199.802706    
30      125.000000    133.215180    14.318907     190.490807    
31      125.000000    132.188282    12.536251     182.333285    
32      500.000000    178.164747    89.861001     537.608752    
33      125.000000    171.519154    79.025539     487.621311    
34      125.000000    165.704260    69.445219     443.485137    
35      125.000000    160.616227    60.987971     404.568112    
36      125.000000    156.164199    53.532028     370.292311    
37      125.000000    152.268674    46.966190     340.133432    
38      125.000000    148.860090    41.189665     313.618748    
39      125.000000    145.877578    36.111643     290.324151    
40      125.000000    143.267881    31.650703     269.870691    
41      125.000000    140.984396    27.734126     251.920900    
42      125.000000    138.986346    24.297181     236.175071    
43      125.000000    137.238053    21.282399     222.367650    
44      125.000000    135.708297    18.638873     210.263790    
45      125.000000    134.369759    16.321595     199.656139    
46      125.000000    133.198540    14.290831     190.361864    
47      125.000000    132.173722    12.511554     182.219937    
48      500.000000    178.152007    89.845664     537.534662    
49      125.000000    171.508006    79.011249     487.553003    
50      125.000000    165.694505    69.432063     443.422758    
51      125.000000    160.607692    60.975970     404.511574    
52      125.000000    156.156731    53.521160     370.241372    
53      125.000000    152.262139    46.956405     340.087760    
54      125.000000    148.854372    41.180897     313.577959    
55      125.000000    145.872575    36.103816     290.287841    
56      125.000000    143.263503    31.643738     269.838456    
57      125.000000    140.980566    27.727945     251.892346    
58      125.000000    138.982995    24.291707     236.149825    
59      125.000000    137.235120    21.277561     222.345363    
60      125.000000    135.705730    18.634603     210.244143    
61      125.000000    134.367514    16.317831     199.638838    
62      125.000000    133.196575    14.287517     190.346642    
63      125.000000    132.172003    12.508638     182.206557    
64      500.000000    178.150503    89.843853     537.525915    
65      125.000000    171.506690    79.009562     487.544939    
66      125.000000    165.693354    69.430510     443.415394    
67      125.000000    160.606684    60.974554     404.504899    
68      125.000000    156.155849    53.519877     370.235359    
69      125.000000    152.261368    46.955250     340.082368    
70      125.000000    148.853697    41.179862     313.573144    
71      125.000000    145.871985    36.102892     290.283554    
72      125.000000    143.262987    31.642916     269.834651    
73      125.000000    140.980113    27.727215     251.888974    
74      125.000000    138.982599    24.291061     236.146844    
75      125.000000    137.234774    21.276989     222.342732    
76      125.000000    135.705427    18.634099     210.241823    
77      125.000000    134.367249    16.317386     199.636795    
78      125.000000    133.196343    14.287126     190.344845    
79      125.000000    132.171800    12.508294     182.204977    
80      500.000000    178.150325    89.843639     537.524883    
81      125.000000    171.506534    79.009363     487.543987    
82      125.000000    165.693218    69.430327     443.414525    
83      125.000000    160.606565    60.974386     404.504111    
84      125.000000    156.155745    53.519726     370.234649    
85      125.000000    152.261277    46.955114     340.081731    
86      125.000000    148.853617    41.179739     313.572575    
87      125.000000    145.871915    36.102783     290.283048    
88      125.000000    143.262926    31.642819     269.834201    
89      125.000000    140.980060    27.727129     251.888576    
90      125.000000    138.982552    24.290985     236.146492    
91      125.000000    137.234733    21.276922     222.342422    
92      125.000000    135.705392    18.634039     210.241549    
93      125.000000    134.367218    16.317334     199.636554    
94      125.000000    133.196315    14.287079     190.344633    
95      125.000000    132.171776    12.508254     182.204790    
96      500.000000    178.150304    89.843614     537.524761    
97      125.000000    171.506516    79.009340     487.543875    
98      125.000000    165.693202    69.430305     443.414422    
99      125.000000    160.606551    60.974367     404.504018    
100     125.000000    156.155732    53.519708     370.234565    
101     125.000000    152.261266    46.955098     340.081656    
102     125.000000    148.853608    41.179725     313.572508    
103     125.000000    145.871907    36.102770     290.282989    
104     125.000000    143.262918    31.642807     269.834148    
105     125.000000    140.980054    27.727119     251.888529    
106     125.000000    138.982547    24.290976     236.146451    
107     125.000000    137.234729    21.276914     222.342385    
108     125.000000    135.705387    18.634032     210.241517    
109     125.000000    134.367214    16.317328     199.636525    
110     125.000000    133.196312    14.287074     190.344608    
111     125.000000    132.171773    12.508249     182.204768    
 ***** !!!TIMEOUT OCCURRED!!! (N = 16) ***** 
112     500.000000    178.150302    89.843611     537.524746    
113     125.000000    171.506514    79.009337     487.543861    
114     125.000000    165.693200    69.430303     443.414410    
115     125.000000    160.606550    60.974364     404.504007    
116     125.000000    156.155731    53.519706     370.234555    
117     125.000000    152.261265    46.955096     340.081647    
118     125.000000    148.853607    41.179723     313.572500    
119     125.000000    145.871906    36.102769     290.282982    
***** N = 17 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    190.137917    104.542597    608.308307    
1       125.000000    181.995678    92.655867     552.619148    
2       125.000000    174.871218    81.959705     502.710039    
3       125.000000    168.637316    72.379108     458.153747    
4       125.000000    163.182651    63.829994     418.502626    
5       125.000000    158.409820    56.224950     383.309621    
6       125.000000    154.233592    49.477111     352.142036    
7       125.000000    150.579393    43.502681     324.590119    
8       125.000000    147.381969    38.222503     300.271983    
9       125.000000    144.584223    33.562933     278.835956    
10      125.000000    142.136195    29.456249     259.961190    
11      125.000000    139.994171    25.840729     243.357088    
12      125.000000    138.119899    22.660522     228.761987    
13      125.000000    136.479912    19.865369     215.941389    
14      125.000000    135.044923    17.410258     204.685954    
15      125.000000    133.789308    15.255020     194.809389    
16      125.000000    132.690644    13.363926     186.146349    
17      500.000000    178.604314    90.371866     540.091779    
18      125.000000    171.903774    79.504843     489.923148    
19      125.000000    166.040803    69.888833     445.596135    
20      125.000000    160.910702    61.394300     406.487904    
21      125.000000    156.421865    53.901191     372.026630    
22      125.000000    152.494131    47.299426     341.691837    
23      125.000000    149.057365    41.488911     315.013009    
24      125.000000    146.050194    36.379232     291.567122    
25      125.000000    143.418920    31.889154     270.975536    
26      125.000000    141.116555    27.946004     252.900572    
27      125.000000    139.101986    24.485000     237.041984    
28      125.000000    137.339237    21.448559     223.133474    
29      125.000000    135.796833    18.785628     210.939343    
30      125.000000    134.447229    16.451028     200.251340    
31      125.000000    133.266325    14.404852     190.885734    
32      125.000000    132.233034    12.611898     182.680625    
33      125.000000    131.328905    11.041150     175.493503    
34      500.000000    177.412792    88.927664     533.123449    
35      125.000000    170.861193    78.161046     483.505379    
36      125.000000    165.128544    68.652921     439.740227    
37      125.000000    160.112476    60.267810     401.183714    
38      125.000000    155.723416    52.881711     367.250261    
39      125.000000    151.882989    46.382031     337.411113    
40      125.000000    148.522616    40.667177     311.191324    
41      125.000000    145.582289    35.645955     288.166109    
42      125.000000    143.009503    31.236842     267.956870    
43      125.000000    140.758315    27.367210     250.227155    
44      125.000000    138.788525    23.972539     234.678681    
45      125.000000    137.064960    20.995644     221.047536    
46      125.000000    135.556840    18.385943     209.100612    
47      125.000000    134.237235    16.098766     198.632299    
48      125.000000    133.082580    14.094720     189.461459    
49      125.000000    132.072258    12.339104     181.428675    
50      125.000000    131.188226    10.801385     174.393764    
51      500.000000    177.289697    88.778614     532.404154    
52      125.000000    170.753485    78.022332     482.842813    
53      125.000000    165.034300    68.525324     439.135595    
54      125.000000    160.030012    60.151496     400.635996    
55      125.000000    155.651261    52.776437     366.757009    
56      125.000000    151.819853    46.287291     336.969017    
57      125.000000    148.467371    40.582311     310.796616    
58      125.000000    145.533950    35.570221     287.814834    
59      125.000000    142.967206    31.169467     267.645075    
60      125.000000    140.721305    27.307427     249.951013    
61      125.000000    138.756142    23.919606     234.434565    
62      125.000000    137.036625    20.948860     220.832066    
63      125.000000    135.532046    18.344657     208.910674    
64      125.000000    134.215541    16.062378     198.465052    
65      125.000000    133.063598    14.062683     189.314330    
66      125.000000    132.055648    12.310924     181.299345    
67      125.000000    131.173692    10.776616     174.280157    
68      500.000000    177.276981    88.763217     532.329849    
69      125.000000    170.742358    78.008002     482.774367    
70      125.000000    165.024563    68.512143     439.073134    
71      125.000000    160.021493    60.139480     400.579414    
72      125.000000    155.643806    52.765562     366.706053    
73      125.000000    151.813331    46.277504     336.923346    
74      125.000000    148.461664    40.573544     310.755840    
75      125.000000    145.528956    35.562397     287.778544    
76      125.000000    142.962837    31.162507     267.612864    
77      125.000000    140.717482    27.301251     249.922485    
78      125.000000    138.752797    23.914137     234.409346    
79      125.000000    137.033697    20.944027     220.809806    
80      125.000000    135.529485    18.340392     208.891052    
81      125.000000    134.213299    16.058619     198.447774    
82      125.000000    133.061637    14.059373     189.299130    
83      125.000000    132.053932    12.308013     181.285984    
84      125.000000    131.172191    10.774057     174.268421    
85      500.000000    177.275667    88.761626     532.322172    
86      125.000000    170.741209    78.006522     482.767296    
87      125.000000    165.023558    68.510781     439.066681    
88      125.000000    160.020613    60.138239     400.573568    
89      125.000000    155.643036    52.764438     366.700789    
90      125.000000    151.812657    46.276493     336.918628    
91      125.000000    148.461075    40.572638     310.751628    
92      125.000000    145.528440    35.561589     287.774795    
93      125.000000    142.962385    31.161788     267.609537    
94      125.000000    140.717087    27.300613     249.919538    
95      125.000000    138.752451    23.913572     234.406740    
96      125.000000    137.033395    20.943528     220.807507    
97      125.000000    135.529220    18.339951     208.889025    
98      125.000000    134.213068    16.058230     198.445989    
99      125.000000    133.061434    14.059031     189.297560    
100     125.000000    132.053755    12.307712     181.284604    
101     125.000000    131.172036    10.773793     174.267208    
 ***** !!!TIMEOUT OCCURRED!!! (N = 17) ***** 
102     500.000000    177.275531    88.761462     532.321379    
103     125.000000    170.741090    78.006369     482.766566    
104     125.000000    165.023454    68.510640     439.066014    
105     125.000000    160.020522    60.138111     400.572964    
106     125.000000    155.642957    52.764322     366.700245    
107     125.000000    151.812587    46.276388     336.918141    
108     125.000000    148.461014    40.572545     310.751192    
109     125.000000    145.528387    35.561505     287.774408    
110     125.000000    142.962339    31.161714     267.609193    
111     125.000000    140.717046    27.300547     249.919233    
112     125.000000    138.752416    23.913514     234.406471    
113     125.000000    137.033364    20.943476     220.807269    
114     125.000000    135.529193    18.339906     208.888815    
115     125.000000    134.213044    16.058190     198.445805    
116     125.000000    133.061413    14.058996     189.297397    
117     125.000000    132.053737    12.307681     181.284462    
118     125.000000    131.172020    10.773766     174.267083    
 ***** !!!TIMEOUT OCCURRED!!! (N = 17) ***** 
119     500.000000    177.275517    88.761445     532.321297    
***** N = 18 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    217.616078    137.167064    766.284335    
1       125.000000    206.039068    123.135065    698.579329    
2       125.000000    195.909184    110.078595    636.223565    
3       125.000000    187.045536    98.070330     579.326858    
4       125.000000    179.289844    87.125209     527.790680    
5       125.000000    172.503614    77.219810     481.382854    
6       125.000000    166.565662    68.306273     439.790754    
7       125.000000    161.369954    60.322193     402.658728    
8       125.000000    156.823710    53.197573     369.614000    
9       125.000000    152.845746    46.859616     340.284210    
10      125.000000    149.365028    41.235969     314.308904    
11      125.000000    146.319399    36.256827     291.346706    
12      125.000000    143.654475    31.856239     271.079429    
13      125.000000    141.322665    27.972845     253.214046    
14      125.000000    139.282332    24.550217     237.483200    
15      125.000000    137.497041    21.536923     223.644732    
16      125.000000    135.934910    18.886420     211.480590    
17      125.000000    134.568047    16.556826     200.795353    
18      500.000000    180.247041    92.355860     549.670479    
19      125.000000    173.341161    81.352185     498.749900    
20      125.000000    167.298516    71.588768     453.653586    
21      125.000000    162.011201    62.944376     413.788705    
22      125.000000    157.384801    55.304482     378.602730    
23      125.000000    153.336701    48.562537     347.586849    
24      125.000000    149.794613    42.620556     320.276837    
25      125.000000    146.695287    37.389239     296.252241    
26      125.000000    143.983376    32.787773     275.134468    
27      125.000000    141.610454    28.743443     256.584227    
28      125.000000    139.534147    25.191119     240.298624    
29      125.000000    137.717379    22.072684     226.008115    
30      125.000000    136.127706    19.336440     213.473465    
31      125.000000    134.736743    16.936515     202.482805    
32      125.000000    133.519650    14.832299     192.848847    
33      125.000000    132.454694    12.987898     184.406285    
34      125.000000    131.522857    11.371638     177.009408    
35      125.000000    130.707500    9.955603      170.529913    
36      500.000000    176.869063    88.249437     529.866810    
37      125.000000    170.385430    77.533435     480.519170    
38      125.000000    164.712251    68.078139     437.024807    
39      125.000000    159.748220    59.745659     398.730856    
40      125.000000    155.404692    52.410417     365.046362    
41      125.000000    151.604106    45.958839     335.439464    
42      125.000000    148.278592    40.288778     309.433703    
43      125.000000    145.368768    35.308775     286.603870    
44      125.000000    142.822672    30.937250     266.571671    
45      125.000000    140.594838    27.101647     249.001425    
46      125.000000    138.645484    23.737606     233.595907    
47      125.000000    136.939798    20.788154     220.092414    
48      125.000000    135.447323    18.202946     208.259109    
49      125.000000    134.141408    15.937562     197.891655    
50      125.000000    132.998732    13.952854     188.810149    
51      125.000000    131.998890    12.214363     180.856344    
52      125.000000    131.124029    10.691780     173.891148    
53      125.000000    130.358525    9.358466      167.792390    
54      500.000000    176.563710    87.877922     528.075399    
55      125.000000    170.118246    77.188003     478.870259    
56      125.000000    164.478465    67.760619     435.520940    
57      125.000000    159.543657    59.456378     397.369170    
58      125.000000    155.225700    52.148709     363.820535    
59      125.000000    151.447488    45.723403     334.341101    
60      125.000000    148.141552    40.077940     308.453313    
61      125.000000    145.248858    35.120670     285.731537    
62      125.000000    142.717750    30.769940     265.797510    
63      125.000000    140.503032    26.953213     248.315883    
64      125.000000    138.565153    23.606198     232.989944    
65      125.000000    136.869509    20.672025     219.557611    
66      125.000000    135.385820    18.100474     207.787716    
67      125.000000    134.087593    15.847254     197.476607    
68      125.000000    132.951643    13.873351     188.445048    
69      125.000000    131.957688    12.144435     180.535429    
70      125.000000    131.087977    10.630321     173.609260    
71      125.000000    130.326980    9.304486      167.544922    
72      500.000000    176.536107    87.844337     527.913457    
73      125.000000    170.094094    77.156776     478.721200    
74      125.000000    164.457332    67.731915     435.384994    
75      125.000000    159.525166    59.430228     397.246078    
76      125.000000    155.209520    52.125051     363.709724    
77      125.000000    151.433330    45.702121     334.241813    
78      125.000000    148.129164    40.058881     308.364690    
79      125.000000    145.238018    35.103666     285.652681    
80      125.000000    142.708266    30.754816     265.727529    
81      125.000000    140.494733    26.939795     248.253913    
82      125.000000    138.557891    23.594319     232.935167    
83      125.000000    136.863155    20.661528     219.509267    
84      125.000000    135.380260    18.091211     207.745105    
85      125.000000    134.082728    15.839090     197.439089    
86      125.000000    132.947387    13.866164     188.412045    
87      125.000000    131.953964    12.138114     180.506420    
88      125.000000    131.084718    10.624765     173.583779    
89      125.000000    130.324128    9.299606      167.522552    
90      500.000000    176.533612    87.841301     527.898818    
91      125.000000    170.091911    77.153954     478.707726    
92      125.000000    164.455422    67.729321     435.372705    
93      125.000000    159.523494    59.427864     397.234951    
94      125.000000    155.208057    52.122912     363.699707    
95      125.000000    151.432050    45.700197     334.232838    
96      125.000000    148.128044    40.057159     308.356679    
97      125.000000    145.237038    35.102129     285.645553    
98      125.000000    142.707409    30.753449     265.721203    
99      125.000000    140.493983    26.938582     248.248311    
100     125.000000    138.557235    23.593245     232.930216    
101     125.000000    136.862580    20.660579     219.504897    
102     125.000000    135.379758    18.090374     207.741253    
103     125.000000    134.082288    15.838352     197.435697    
104     125.000000    132.947002    13.865515     188.409061    
105     125.000000    131.953627    12.137543     180.503798    
106     125.000000    131.084423    10.624263     173.581475    
107     125.000000    130.323871    9.299165      167.520530    
 ***** !!!TIMEOUT OCCURRED!!! (N = 18) ***** 
108     500.000000    176.533387    87.841027     527.897495    
109     125.000000    170.091713    77.153699     478.706508    
110     125.000000    164.455249    67.729086     435.371594    
111     125.000000    159.523343    59.427650     397.233945    
112     125.000000    155.207925    52.122719     363.698802    
113     125.000000    151.431935    45.700023     334.232026    
114     125.000000    148.127943    40.057003     308.355954    
115     125.000000    145.236950    35.101990     285.644908    
116     125.000000    142.707331    30.753325     265.720631    
117     125.000000    140.493915    26.938472     248.247805    
118     125.000000    138.557175    23.593148     232.929768    
119     125.000000    136.862528    20.660493     219.504502    
***** N = 19 *****
N       RTT           SRTT          RTT_VAR       RTO           
0       500.000000    182.254712    94.931692     561.981480    
1       125.000000    175.097873    83.723237     509.990822    
2       125.000000    168.835639    73.751338     463.840990    
3       125.000000    163.356184    64.902549     422.966382    
4       125.000000    158.561661    57.067327     386.830971    
5       125.000000    154.366454    50.142109     354.934889    
6       125.000000    150.695647    44.030493     326.817621    
7       125.000000    147.483691    38.643793     302.058862    
8       125.000000    144.673230    33.901152     280.277838    
9       125.000000    142.214076    29.729383     261.131608    
10      125.000000    140.062316    26.062616     244.312782    
11      125.000000    138.179527    22.841844     229.546903    
12      125.000000    136.532086    20.014405     216.589704    
13      125.000000    135.090575    17.533447     205.224364    
14      125.000000    133.829253    15.357399     195.258848    
15      125.000000    132.725597    13.449448     186.523390    
16      125.000000    131.759897    11.777060     178.868139    
17      125.000000    130.914910    10.311523     172.161001    
18      125.000000    130.175546    9.027529      166.285661    
19      500.000000    176.403603    87.669746     527.082586    
20      125.000000    169.978153    76.996847     477.965542    
21      125.000000    164.355884    67.586606     434.702309    
22      125.000000    159.436398    59.299054     396.632616    
23      125.000000    155.131848    52.007253     363.160860    
24      125.000000    151.365367    45.596781     333.752493    
25      125.000000    148.069696    39.965010     307.929737    
26      125.000000    145.185984    35.020254     285.266999    
27      125.000000    142.662736    30.680874     265.386234    
28      125.000000    140.454894    26.874379     247.952412    
29      125.000000    138.523032    23.536543     232.669203    
30      125.000000    136.832653    20.610570     219.274935    
31      125.000000    135.353572    18.046321     207.538854    
32      125.000000    134.059375    15.799584     197.257713    
33      125.000000    132.926953    13.831427     188.252660    
34      125.000000    131.936084    12.107591     180.366448    
35      125.000000    131.069074    10.597962     173.460920    
36      125.000000    130.310439    9.276081      167.414764    
37      125.000000    129.646635    8.118719      162.121512    
38      500.000000    175.940805    87.103838     524.356158    
39      125.000000    169.573205    76.471180     475.457924    
40      125.000000    164.001554    67.103773     432.416648    
41      125.000000    159.126360    58.859420     394.564040    
42      125.000000    154.860565    51.609706     361.299389    
43      125.000000    151.127994    45.239278     332.085107    
44      125.000000    147.861995    39.644957     306.441824    
45      125.000000    145.004246    34.734779     283.943363    
46      125.000000    142.503715    30.427013     264.211768    
47      125.000000    140.315750    26.649198     246.912541    
48      125.000000    138.401282    23.337219     231.750156    
49      125.000000    136.726121    20.434444     218.463899    
50      125.000000    135.260356    17.890922     206.824046    
51      125.000000    133.977812    15.662645     196.628390    
52      125.000000    132.855585    13.710880     187.699105    
53      125.000000    131.873637    12.001569     179.879914    
54      125.000000    131.014432    10.504785     173.033572    
55      125.000000    130.262628    9.194246      167.039612    
56      125.000000    129.604800    8.046884      161.792337    
57      500.000000    175.904200    87.059113     524.140653    
58      125.000000    169.541175    76.429629     475.259690    
59      125.000000    163.973528    67.065604     432.235942    
60      125.000000    159.101837    58.824662     394.400485    
61      125.000000    154.839107    51.578273     361.152201    
62      125.000000    151.109219    45.211010     331.953258    
63      125.000000    147.845567    39.619649     306.324162    
64      125.000000    144.989871    34.712204     283.838688    
65      125.000000    142.491137    30.406938     264.118887    
66      125.000000    140.304745    26.631389     246.830302    
67      125.000000    138.391652    23.321455     231.677471    
68      125.000000    136.717695    20.420515     218.399755    
69      125.000000    135.252983    17.878632     206.767512    
70      125.000000    133.971360    15.651814     196.578617    
71      125.000000    132.849940    13.701346     187.655323    
72      125.000000    131.868698    11.993184     179.841433    
73      125.000000    131.010111    10.497415     172.999772    
74      125.000000    130.258847    9.187773      167.009940    
75      125.000000    129.601491    8.041203      161.766302    
76      500.000000    175.901305    87.055576     524.123608    
77      125.000000    169.538641    76.426342     475.244011    
78      125.000000    163.971311    67.062585     432.221649    
79      125.000000    159.099897    58.821913     394.387548    
80      125.000000    154.837410    51.575787     361.140559    
81      125.000000    151.107734    45.208774     331.942829    
82      125.000000    147.844267    39.617647     306.314856    
83      125.000000    144.988734    34.710419     283.830409    
84      125.000000    142.490142    30.405350     264.111541    
85      125.000000    140.303874    26.629981     246.823798    
86      125.000000    138.390890    23.320208     231.671722    
87      125.000000    136.717029    20.419413     218.394682    
88      125.000000    135.252400    17.877660     206.763040    
89      125.000000    133.970850    15.650958     196.574680    
90      125.000000    132.849494    13.700592     187.651860    
91      125.000000    131.868307    11.992521     179.838389    
92      125.000000    131.009769    10.496833     172.997099    
93      125.000000    130.258548    9.187261      167.007593    
94      125.000000    129.601229    8.040753      161.764242    
95      500.000000    175.901076    87.055296     524.122260    
96      125.000000    169.538441    76.426082     475.242770    
97      125.000000    163.971136    67.062346     432.220519    
98      125.000000    159.099744    58.821695     394.386525    
99      125.000000    154.837276    51.575590     361.139638    
100     125.000000    151.107616    45.208597     331.942004    
101     125.000000    147.844164    39.617489     306.314120    
102     125.000000    144.988644    34.710278     283.829754    
103     125.000000    142.490063    30.405224     264.110960    
104     125.000000    140.303805    26.629869     246.823283    
105     125.000000    138.390830    23.320109     231.671268    
106     125.000000    136.716976    20.419326     218.394281    
107     125.000000    135.252354    17.877583     206.762686    
108     125.000000    133.970810    15.650890     196.574369    
109     125.000000    132.849459    13.700532     187.651586    
110     125.000000    131.868276    11.992468     179.838148    
111     125.000000    131.009742    10.496786     172.996888    
112     125.000000    130.258524    9.187221      167.007407    
113     125.000000    129.601209    8.040718      161.764080    
 ***** !!!TIMEOUT OCCURRED!!! (N = 19) ***** 
114     500.000000    175.901057    87.055274     524.122153    
115     125.000000    169.538425    76.426062     475.242672    
116     125.000000    163.971122    67.062327     432.220430    
117     125.000000    159.099732    58.821678     394.386444    
118     125.000000    154.837265    51.575575     361.139565    
119     125.000000    151.107607    45.208583     331.941939    
